 Income ,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Childrenhome,Total_Accepted_Cmps,Total_Mnt_spent,Age,TotalPurchases,Basic,Graduation,Master,PhD,Divorced,Married,Single,Together,Widow,CA,GER,IND,ME,SA,SP,US,campaign_binary
23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,1,0,1,1,68,46,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,1,0,93,48,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,1,0,265,71,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,28,36,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,2,0,138,71,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,2,0,138,71,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,0,0,1169,64,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,0,0,0,1169,64,17,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,2,0,152,69,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,1,0,218,47,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,0,1,0,612,43,25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,1,0,38,48,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2,0,49,51,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0,0,358,30,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,2,1,151,51,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0,2,0,642,49,26,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
58275.0,1,1,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,2,0,615,66,23,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,1,0,361,64,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,1,0,1,1,23,47,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,1,0,23,47,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,2,0,964,60,27,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,2,0,964,60,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,2,0,310,51,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,0,0,1366,33,30,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,0,0,1366,33,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,0,1,2,0,1191,62,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1,0,1135,41,28,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1,1,1101,60,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,1,0,1,2,1101,60,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,1,0,0,1,1511,60,22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,1,0,932,62,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,2,0,108,67,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,1,0,641,46,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,1,0,46,42,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51381.5,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,2,0,21,57,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,1,0,69,46,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,1,0,57,32,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,0,1,0,56,47,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,0,0,26,52,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,0,1,1572,43,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,3,0,18,43,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1,1,0,22,40,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,1,0,46,41,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,1,0,0,3,265,36,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,0,1,50,71,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,0,0,1283,64,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,1,1,802,55,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,1,0,46,65,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,1,0,46,65,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,2,0,415,46,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,2,0,211,58,13,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,2,0,77,49,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,1,0,730,62,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,0,0,28,74,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,1,0,903,56,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,2,0,40,55,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,2,0,40,55,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,2,0,38,64,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,2,0,152,58,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,2,0,146,54,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,1,1,535,69,19,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,1,0,158,62,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,1,0,656,61,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
69805.0,0,1,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,1,0,1038,69,27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,0,33,43,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,1,0,25,48,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,1,0,106,49,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,1,0,401,47,17,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,1,0,232,69,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,1,0,297,67,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,2,0,293,58,17,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,2,0,139,52,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,1,0,901,70,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,1,0,1043,65,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,2,0,53,45,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,3,0,102,60,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,1,0,915,45,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,0,1,167,58,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,2,0,240,69,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,1,0,1106,65,17,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26816.0,0,0,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,0,0,22,35,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,1,0,1159,45,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,1,0,71,55,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,2,0,90,68,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,1,1,358,62,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,1,0,20,37,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,0,928,58,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,0,928,58,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,1,0,95,48,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,1,0,311,46,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,1,0,37,52,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,1,0,37,52,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,2,0,279,57,16,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,1,0,725,59,20,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,2,1,992,69,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,1,0,33,38,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,2,0,1120,69,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,0,976,67,14,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,0,976,67,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1,0,1576,62,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,2,0,610,55,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,0,0,129,56,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,1,0,279,43,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,1,0,74,32,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,0,0,24,36,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,2,0,96,41,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
81380.0,0,0,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,0,0,1893,54,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,2,0,612,40,25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,1,0,28,50,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,1,1,47,37,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,2,1,493,44,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,1,0,270,69,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,2,0,45,66,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,1,0,43,32,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,1,0,14,30,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0,2,939,72,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,0,1,1515,63,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,1,0,415,45,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,1,0,26,36,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,2,0,425,73,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,2,0,425,73,16,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,1,1,29,51,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,1,0,450,65,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
51381.5,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,2,0,721,52,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,2,0,17,58,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8820.0,1,1,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,2,0,35,69,10,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14918.0,0,1,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,1,0,43,58,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,0,0,1020,47,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,1,80,43,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,1,80,43,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,2,1,169,69,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,1,0,1826,56,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,1,0,10,38,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,2,0,62,63,11,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,2,0,57,43,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,2,0,265,65,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,0,1,2052,39,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,0,0,1105,74,17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,2,0,310,69,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,1,0,78,45,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,0,1,1735,78,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,1,0,606,49,22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,1,0,133,56,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,2,0,131,50,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,1,0,79,39,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,2,0,189,50,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,0,2,902,78,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,0,2,902,78,24,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,1,1,1477,71,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,2,1,633,71,23,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
